filename, language, JavaScript, Vue.js, wxml, TypeScript, JSON, CSS, wxs, comment, blank, total
components/vant/notify/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/notify/notify.d.ts, TypeScript, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
components/vant/notify/notify.js, JavaScript, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
components/vant/overlay/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/overlay/index.js, JavaScript, 22, 0, 0, 0, 0, 0, 0, 1, 1, 24
components/vant/overlay/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/overlay/index.wxml, wxml, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
components/vant/overlay/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/panel/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/panel/index.js, JavaScript, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
components/vant/panel/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/panel/index.wxml, wxml, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
components/vant/panel/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/picker-column/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/picker-column/index.js, JavaScript, 136, 0, 0, 0, 0, 0, 0, 0, 1, 137
components/vant/picker-column/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
components/vant/picker-column/index.wxml, wxml, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
components/vant/picker-column/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/picker/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/picker/index.js, JavaScript, 121, 0, 0, 0, 0, 0, 0, 11, 1, 133
components/vant/picker/index.json, JSON, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
components/vant/picker/index.wxml, wxml, 0, 0, 59, 0, 0, 0, 0, 0, 2, 61
components/vant/picker/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/picker/shared.d.ts, TypeScript, 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
components/vant/picker/shared.js, JavaScript, 21, 0, 0, 0, 0, 0, 0, 0, 1, 22
components/vant/popup/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/popup/index.js, JavaScript, 57, 0, 0, 0, 0, 0, 0, 0, 1, 58
components/vant/popup/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/popup/index.wxml, wxml, 0, 0, 19, 0, 0, 0, 0, 0, 2, 21
components/vant/popup/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/progress/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/progress/index.js, JavaScript, 65, 0, 0, 0, 0, 0, 0, 0, 1, 66
components/vant/progress/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
components/vant/progress/index.wxml, wxml, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
components/vant/progress/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/radio-group/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/radio-group/index.js, JavaScript, 33, 0, 0, 0, 0, 0, 0, 0, 1, 34
components/vant/radio-group/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/radio-group/index.wxml, wxml, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
components/vant/radio-group/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/radio/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/radio/index.js, JavaScript, 32, 0, 0, 0, 0, 0, 0, 0, 1, 33
components/vant/radio/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/radio/index.wxml, wxml, 0, 0, 22, 0, 0, 0, 0, 0, 2, 24
components/vant/radio/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/rate/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/rate/index.js, JavaScript, 74, 0, 0, 0, 0, 0, 0, 0, 1, 75
components/vant/rate/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/rate/index.wxml, wxml, 0, 0, 30, 0, 0, 0, 0, 0, 3, 33
components/vant/rate/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/row/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/row/index.js, JavaScript, 36, 0, 0, 0, 0, 0, 0, 0, 1, 37
components/vant/row/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
components/vant/row/index.wxml, wxml, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
components/vant/row/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/search/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/search/index.js, JavaScript, 52, 0, 0, 0, 0, 0, 0, 0, 1, 53
components/vant/search/index.json, JSON, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
components/vant/search/index.wxml, wxml, 0, 0, 43, 0, 0, 0, 0, 0, 4, 47
components/vant/search/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/slider/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/slider/index.js, JavaScript, 87, 0, 0, 0, 0, 0, 0, 0, 1, 88
components/vant/slider/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
components/vant/slider/index.wxml, wxml, 0, 0, 28, 0, 0, 0, 0, 0, 2, 30
components/vant/slider/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/stepper/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/stepper/index.js, JavaScript, 96, 0, 0, 0, 0, 0, 0, 1, 1, 98
components/vant/stepper/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
components/vant/stepper/index.wxml, wxml, 0, 0, 26, 0, 0, 0, 0, 0, 2, 28
components/vant/stepper/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/steps/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/steps/index.js, JavaScript, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
components/vant/steps/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/steps/index.wxml, wxml, 0, 0, 31, 0, 0, 0, 0, 0, 5, 36
components/vant/steps/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/submit-bar/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/submit-bar/index.js, JavaScript, 49, 0, 0, 0, 0, 0, 0, 0, 1, 50
components/vant/submit-bar/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
components/vant/submit-bar/index.wxml, wxml, 0, 0, 39, 0, 0, 0, 0, 0, 4, 43
components/vant/submit-bar/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/swipe-cell/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/swipe-cell/index.js, JavaScript, 112, 0, 0, 0, 0, 0, 0, 0, 1, 113
components/vant/swipe-cell/index.json, JSON, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
components/vant/swipe-cell/index.wxml, wxml, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
components/vant/swipe-cell/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/switch-cell/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/switch-cell/index.js, JavaScript, 39, 0, 0, 0, 0, 0, 0, 0, 1, 40
components/vant/switch-cell/index.json, JSON, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
components/vant/switch-cell/index.wxml, wxml, 0, 0, 19, 0, 0, 0, 0, 0, 1, 20
components/vant/switch-cell/index.wxss, CSS, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
components/vant/switch/index.d.ts, TypeScript, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
components/vant/switch/index.js, JavaScript, 43, 0, 0, 0, 0, 0, 0, 0, 1, 44
components/vant/switch/index.json, JSON, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
